OA,LSOA,LAD,Rent_per_m,green_spac,travel,safety,schools
E00000001,E01000001,City of London,3249,0.533333333,0.875,0.996951709,0.82
E00000003,E01000001,City of London,2106,0.533333333,1,0.996951709,0.82
E00000005,E01000001,City of London,1882,0.533333333,1,0.996951709,0.82
E00000007,E01000001,City of London,1719,0.533333333,1,0.996951709,0.82
E00000010,E01000003,City of London,1022,0.533333333,0.875,0.999518691,0.79
E00000012,E01000003,City of London,1110,0.533333333,0.875,0.999518691,0.79
E00000013,E01000003,City of London,1624,0.533333333,0.875,0.999518691,0.79
E00000014,E01000003,City of London,948,0.533333333,0.875,0.999518691,0.79
E00000016,E01000002,City of London,1943,0.533333333,0.875,0.998556073,0.78
E00000017,E01000002,City of London,3452,0.533333333,1,0.998556073,0.78
E00000018,E01000002,City of London,2024,0.533333333,1,0.998556073,0.78
E00000019,E01000002,City of London,1699,0.533333333,1,0.998556073,0.78
E00000020,E01000002,City of London,1972,0.533333333,1,0.998556073,0.78
E00000021,E01000002,City of London,2017,0.533333333,1,0.998556073,0.78
E00000022,E01000003,City of London,1767,0.431513334,0.875,0.999518691,0.79
E00000023,E01000003,City of London,975,0.533333333,0.875,0.999518691,0.79
E00000024,E01032739,City of London,2207,0.533333333,1,0.969517086,0.96
E00000025,E01032740,City of London,1752,0.525753333,1,0.97513236,0.82
E00000026,E01032740,City of London,1622,0.511753334,1,0.97513236,0.82
E00000027,E01032740,City of London,1462,0.533333333,1,0.97513236,0.82
E00000028,E01032740,City of London,1658,0.494873333,1,0.97513236,0.82
E00000029,E01000005,City of London,1075,0.532713333,1,0.988609017,0.83
E00000030,E01000005,City of London,1144,0.523553334,1,0.988609017,0.83
E00000031,E01000005,City of London,677,0.533333333,1,0.988609017,0.83
E00000032,E01000005,City of London,965,0.533333333,1,0.988609017,0.83
E00000035,E01032739,City of London,1841,0.3613,1,0.969517086,0.96
E00000037,E01000009,Barking and Dagenham,593,0.235933334,0.875,0.940638537,0.76
E00000038,E01000011,Barking and Dagenham,748,0.277766666,0.875,0.971281887,0.77
E00000039,E01000012,Barking and Dagenham,427,0.160006667,0.125,0.960693085,0.77
E00000040,E01000007,Barking and Dagenham,497,0.710293334,0.875,0.947537301,0.76
E00000041,E01000009,Barking and Dagenham,1183,0.2,0.875,0.940638537,0.76
E00000042,E01000009,Barking and Dagenham,430,0.347133334,0.875,0.940638537,0.76
E00000043,E01000008,Barking and Dagenham,641,0.240333334,0.25,0.943686828,0.77
E00000045,E01000012,Barking and Dagenham,686,0.422233334,0.25,0.960693085,0.77
E00000046,E01000007,Barking and Dagenham,583,0.533333333,0.875,0.947537301,0.76
E00000048,E01000008,Barking and Dagenham,432,0.533333333,0.25,0.943686828,0.77
E00000049,E01000006,Barking and Dagenham,977,0.2,0.875,0.984277234,0.75
E00000050,E01000008,Barking and Dagenham,610,0.3986,0.375,0.943686828,0.77
E00000051,E01000009,Barking and Dagenham,472,0.2,0.875,0.940638537,0.76
E00000052,E01000007,Barking and Dagenham,480,0.596633333,0.875,0.947537301,0.76
E00000053,E01000006,Barking and Dagenham,917,0.2,0.875,0.984277234,0.75
E00000054,E01000009,Barking and Dagenham,814,0.2,0.875,0.940638537,0.76
E00000055,E01000006,Barking and Dagenham,857,0.2,0.75,0.984277234,0.75
E00000056,E01000008,Barking and Dagenham,480,0.32678,0.375,0.943686828,0.77
E00000057,E01000010,Barking and Dagenham,566,0.733333334,0.875,0.807957645,0.75
E00000059,E01000006,Barking and Dagenham,429,0.2,0.5,0.984277234,0.75
E00000060,E01000006,Barking and Dagenham,857,0.2,0.5,0.984277234,0.75
E00000061,E01000010,Barking and Dagenham,463,0.733333334,0.875,0.807957645,0.75
E00000062,E01000010,Barking and Dagenham,605,0.695653334,0.875,0.807957645,0.75
E00000063,E01000010,Barking and Dagenham,703,0.533333333,0.875,0.807957645,0.75
E00000064,E01000011,Barking and Dagenham,703,0.310033334,0.875,0.971281887,0.77
E00000065,E01000012,Barking and Dagenham,748,0.533333333,0.75,0.960693085,0.77
E00000066,E01000011,Barking and Dagenham,772,0.500233334,0.875,0.971281887,0.77
E00000067,E01000012,Barking and Dagenham,557,0.389466667,0.25,0.960693085,0.77
E00000068,E01000011,Barking and Dagenham,789,0.533333333,0.875,0.971281887,0.77
E00000069,E01000012,Barking and Dagenham,463,0.5079,0.625,0.960693085,0.77
E00000070,E01000016,Barking and Dagenham,602,0.206053334,0.25,0.976255415,0.75
E00000071,E01000015,Barking and Dagenham,607,0.354066667,0.5,0.979303706,0.77
E00000072,E01000017,Barking and Dagenham,514,0.418433333,0.375,0.987325525,0.73
E00000073,E01000017,Barking and Dagenham,628,0.266666667,0.375,0.987325525,0.73
E00000074,E01000016,Barking and Dagenham,669,0.266666667,0.25,0.976255415,0.75
E00000075,E01000017,Barking and Dagenham,754,0.541466667,0.375,0.987325525,0.73
E00000076,E01000016,Barking and Dagenham,772,0.266666667,0.375,0.976255415,0.75
E00000077,E01000017,Barking and Dagenham,729,0.266666667,0.5,0.987325525,0.73
E00000078,E01000017,Barking and Dagenham,650,0.341366666,0.375,0.987325525,0.73
E00000079,E01000018,Barking and Dagenham,758,0.290366666,0.375,0.982351997,0.74
E00000080,E01000015,Barking and Dagenham,523,0.452653333,0.375,0.979303706,0.77
E00000081,E01000016,Barking and Dagenham,746,0.266666667,0.5,0.976255415,0.75
E00000082,E01000018,Barking and Dagenham,703,0.334926666,0.375,0.982351997,0.74
E00000083,E01000018,Barking and Dagenham,597,0.266666667,0.5,0.982351997,0.74
E00000084,E01000015,Barking and Dagenham,624,0.61712,0.375,0.979303706,0.77
E00000085,E01000014,Barking and Dagenham,665,0.266666667,0.5,0.970961014,0.73
E00000086,E01000014,Barking and Dagenham,669,0.266666667,0.5,0.970961014,0.73
E00000087,E01000014,Barking and Dagenham,914,0.266666667,0.5,0.970961014,0.73
E00000088,E01000018,Barking and Dagenham,599,0.266666667,0.5,0.982351997,0.74
E00000089,E01000018,Barking and Dagenham,622,0.536966667,0.375,0.982351997,0.74
E00000090,E01000013,Barking and Dagenham,626,0.266666667,0.5,0.953794321,0.73
E00000091,E01000015,Barking and Dagenham,587,0.495593333,0.375,0.979303706,0.77
E00000092,E01000014,Barking and Dagenham,686,0.2872,0.25,0.970961014,0.73
E00000093,E01000013,Barking and Dagenham,634,0.266666667,0.625,0.953794321,0.73
E00000094,E01000013,Barking and Dagenham,647,0.266666667,0.5,0.953794321,0.73
E00000095,E01000015,Barking and Dagenham,609,0.333666667,0.5,0.979303706,0.77
E00000096,E01000013,Barking and Dagenham,634,0.266666667,0.5,0.953794321,0.73
E00000097,E01000013,Barking and Dagenham,626,0.313933333,0.375,0.953794321,0.73
E00000098,E01000014,Barking and Dagenham,772,0.352966666,0.375,0.970961014,0.73
E00000099,E01000014,Barking and Dagenham,652,0.6,0.25,0.970961014,0.73
E00000100,E01000016,Barking and Dagenham,648,0.2362,0.25,0.976255415,0.75
E00000101,E01000024,Barking and Dagenham,694,0.489666667,0.375,0.988127707,0.72
E00000102,E01000024,Barking and Dagenham,744,0.466666667,0.375,0.988127707,0.72
E00000103,E01032580,Barking and Dagenham,840,0.14254,0.5,0.961013958,0.73
E00000104,E01000019,Barking and Dagenham,772,0.29466,0.25,0.977057597,0.72
E00000106,E01032580,Barking and Dagenham,528,0.2,0.375,0.961013958,0.73
E00000107,E01032580,Barking and Dagenham,621,0.10882,0.375,0.961013958,0.73
E00000108,E01000019,Barking and Dagenham,506,0.178340001,0.375,0.977057597,0.72
E00000109,E01000019,Barking and Dagenham,832,0.1806,0.375,0.977057597,0.72
E00000110,E01000020,Barking and Dagenham,583,0.221306666,0.375,0.986844216,0.74
E00000111,E01000020,Barking and Dagenham,641,0.1515,0.375,0.986844216,0.74
E00000112,E01000021,Barking and Dagenham,628,0.34958,0.25,0.970479705,0.72
E00000113,E01000020,Barking and Dagenham,626,0.228153334,0.375,0.986844216,0.74
E00000114,E01000020,Barking and Dagenham,761,0.0684,0.375,0.986844216,0.74
E00000115,E01000019,Barking and Dagenham,713,0.2168,0.25,0.977057597,0.72
E00000116,E01000022,Barking and Dagenham,751,0.389826667,0.375,0.983795925,0.72
E00000117,E01000021,Barking and Dagenham,679,0.243,0.25,0.970479705,0.72
E00000118,E01000021,Barking and Dagenham,672,0.34608,0.25,0.970479705,0.72
E00000119,E01000021,Barking and Dagenham,703,0.3125,0.375,0.970479705,0.72
E00000120,E01000022,Barking and Dagenham,694,0.235253334,0.375,0.983795925,0.72
E00000121,E01000021,Barking and Dagenham,686,0.63382,0.375,0.970479705,0.72
E00000122,E01000022,Barking and Dagenham,737,0.33784,0.375,0.983795925,0.72
E00000123,E01000020,Barking and Dagenham,816,0.39028,0.375,0.986844216,0.74
E00000124,E01000022,Barking and Dagenham,660,0.32044,0.375,0.983795925,0.72
E00000125,E01000023,Barking and Dagenham,703,0.415993333,0.375,0.956521739,0.69
E00000126,E01000023,Barking and Dagenham,633,0.58576,0.375,0.956521739,0.69
E00000127,E01000023,Barking and Dagenham,617,0.707693333,0.375,0.956521739,0.69
E00000128,E01000024,Barking and Dagenham,583,0.466666667,0.375,0.988127707,0.72
E00000129,E01000025,Barking and Dagenham,600,0.720866667,0.375,0.978341088,0.72
E00000130,E01000024,Barking and Dagenham,750,0.466666667,0.375,0.988127707,0.72
E00000131,E01000025,Barking and Dagenham,617,0.8,0.375,0.978341088,0.72
E00000132,E01000025,Barking and Dagenham,748,0.738933333,0.375,0.978341088,0.72
E00000133,E01000025,Barking and Dagenham,692,0.491666666,0.375,0.978341088,0.72
E00000134,E01000025,Barking and Dagenham,600,0.619133334,0.375,0.978341088,0.72
E00000135,E01000032,Barking and Dagenham,1048,0.258393334,0.25,0.97513236,0.81
E00000136,E01000031,Barking and Dagenham,804,0.105146667,0.375,0.980747634,0.78
E00000137,E01000028,Barking and Dagenham,660,0.434693333,0.25,0.984277234,0.65
E00000138,E01000027,Barking and Dagenham,737,0.523813333,0.375,0.956682176,0.67
E00000139,E01000030,Barking and Dagenham,742,0.528466667,0.25,0.976576288,0.68
E00000140,E01000029,Barking and Dagenham,609,0.4307,0.125,0.969035777,0.73
E00000141,E01000030,Barking and Dagenham,730,0.533333333,0.375,0.976576288,0.68
E00000142,E01000030,Barking and Dagenham,454,0.308333334,0.375,0.976576288,0.68
E00000143,E01000029,Barking and Dagenham,926,0.158226667,0.25,0.969035777,0.73
E00000144,E01000029,Barking and Dagenham,792,0.404073333,0.375,0.969035777,0.73
E00000145,E01000029,Barking and Dagenham,857,0.19512,0.125,0.969035777,0.73
E00000146,E01000031,Barking and Dagenham,892,0.455773333,0.375,0.980747634,0.78
E00000147,E01000029,Barking and Dagenham,892,0.256506667,0.25,0.969035777,0.73
E00000148,E01000029,Barking and Dagenham,854,0.18532,0.125,0.969035777,0.73
E00000149,E01000031,Barking and Dagenham,840,0.2043,0.375,0.980747634,0.78
E00000150,E01000032,Barking and Dagenham,892,0.15782,0.125,0.97513236,0.81
E00000151,E01000031,Barking and Dagenham,842,0.19376,0.25,0.980747634,0.78
E00000152,E01000031,Barking and Dagenham,360,0,0.375,0.980747634,0.78
E00000153,E01000032,Barking and Dagenham,857,0.2,0.375,0.97513236,0.81
E00000154,E01000032,Barking and Dagenham,825,0.2,0.5,0.97513236,0.81
E00000155,E01000032,Barking and Dagenham,523,0.07248,0.375,0.97513236,0.81
E00000156,E01000027,Barking and Dagenham,665,0.280466666,0.25,0.956682176,0.67
E00000157,E01000027,Barking and Dagenham,694,0.333333333,0.375,0.956682176,0.67
E00000158,E01000027,Barking and Dagenham,634,0.302433333,0.25,0.956682176,0.67
E00000159,E01000030,Barking and Dagenham,669,0.520953334,0.375,0.976576288,0.68
E00000160,E01000027,Barking and Dagenham,754,0.3148,0.25,0.956682176,0.67
E00000161,E01000028,Barking and Dagenham,694,0.333333333,0.25,0.984277234,0.65
E00000162,E01000028,Barking and Dagenham,694,0.347246667,0.125,0.984277234,0.65
E00000163,E01000030,Barking and Dagenham,652,0.446313333,0.25,0.976576288,0.68
E00000164,E01000028,Barking and Dagenham,652,0.464113334,0.25,0.984277234,0.65
E00000165,E01000030,Barking and Dagenham,737,0.533333333,0.25,0.976576288,0.68
E00000166,E01000028,Barking and Dagenham,394,0.289033334,0.125,0.984277234,0.65
E00000167,E01000035,Barking and Dagenham,775,0.666666667,0.375,0.962939195,0.73
E00000168,E01000033,Barking and Dagenham,669,0.466666667,0.25,0.981549815,0.74
E00000169,E01000033,Barking and Dagenham,797,0.466666667,0.25,0.981549815,0.74
E00000170,E01000034,Barking and Dagenham,703,0.466666667,0.25,0.975613669,0.74
E00000171,E01000034,Barking and Dagenham,720,0.466666667,0.25,0.975613669,0.74
E00000172,E01000033,Barking and Dagenham,600,0.466666667,0.25,0.981549815,0.74
E00000173,E01000035,Barking and Dagenham,763,0.663233333,0.375,0.962939195,0.73
E00000174,E01000036,Barking and Dagenham,676,0.48154,0.375,0.980105888,0.73
E00000175,E01000035,Barking and Dagenham,514,0.669866667,0.375,0.962939195,0.73
E00000176,E01000035,Barking and Dagenham,808,0.533333333,0.375,0.962939195,0.73
E00000177,E01000035,Barking and Dagenham,334,0.61906,0.5,0.962939195,0.73
E00000178,E01000036,Barking and Dagenham,780,0.579106667,0.5,0.980105888,0.73
E00000179,E01000036,Barking and Dagenham,750,0.641933334,0.5,0.980105888,0.73
E00000180,E01000036,Barking and Dagenham,857,0.37844,0.375,0.980105888,0.73
E00000181,E01000037,Barking and Dagenham,900,0.66348,0.125,0.99069469,0.73
E00000182,E01000038,Barking and Dagenham,814,0.744933334,0.375,0.987004653,0.73
E00000183,E01000038,Barking and Dagenham,855,0.604400001,0.375,0.987004653,0.73
E00000184,E01000037,Barking and Dagenham,796,0.77834,0.125,0.99069469,0.73
E00000185,E01000037,Barking and Dagenham,857,0.76982,0.125,0.99069469,0.73
E00000186,E01000038,Barking and Dagenham,777,0.779166667,0.375,0.987004653,0.73
E00000187,E01000034,Barking and Dagenham,645,0.461666667,0.25,0.975613669,0.74
E00000188,E01000038,Barking and Dagenham,857,0.542433333,0.375,0.987004653,0.73
E00000189,E01000037,Barking and Dagenham,826,0.7503,0.375,0.99069469,0.73
E00000190,E01000038,Barking and Dagenham,806,0.780966666,0.375,0.987004653,0.73
E00000191,E01000037,Barking and Dagenham,706,0.8,0.25,0.99069469,0.73
E00000192,E01000039,Barking and Dagenham,694,0.637953333,0.125,0.988127707,0.74
E00000193,E01000039,Barking and Dagenham,574,0.732833333,0.25,0.988127707,0.74
E00000194,E01000039,Barking and Dagenham,793,0.5314,0.25,0.988127707,0.74
E00000195,E01000034,Barking and Dagenham,703,0.6857,0.25,0.975613669,0.74
E00000196,E01000039,Barking and Dagenham,720,0.706033333,0.25,0.988127707,0.74
E00000197,E01000039,Barking and Dagenham,857,0.29568,0.125,0.988127707,0.74
E00000198,E01000033,Barking and Dagenham,740,0.466666667,0.125,0.981549815,0.74
E00000199,E01000045,Barking and Dagenham,610,0.533333333,0.375,0.941119846,0.74
E00000200,E01000041,Barking and Dagenham,663,0.598433334,0.25,0.987165089,0.72
E00000201,E01000044,Barking and Dagenham,718,0.180493334,0.625,0.973527996,0.72
E00000202,E01000041,Barking and Dagenham,610,0.5808,0.25,0.987165089,0.72
E00000203,E01000041,Barking and Dagenham,626,0.513533333,0.375,0.987165089,0.72
E00000204,E01000046,Barking and Dagenham,754,0.48,0.375,0.982191561,0.72
E00000205,E01000042,Barking and Dagenham,772,0.2921,0.25,0.955719557,0.72
E00000206,E01000042,Barking and Dagenham,456,0.4786,0.375,0.955719557,0.72
E00000207,E01000041,Barking and Dagenham,710,0.560746667,0.25,0.987165089,0.72
E00000208,E01000046,Barking and Dagenham,621,0.683693334,0.375,0.982191561,0.72
E00000209,E01000041,Barking and Dagenham,732,0.82936,0.375,0.987165089,0.72
E00000210,E01000042,Barking and Dagenham,780,0.476166667,0.375,0.955719557,0.72
E00000211,E01000042,Barking and Dagenham,713,0.515366667,0.5,0.955719557,0.72
E00000212,E01000042,Barking and Dagenham,386,0.533333333,0.5,0.955719557,0.72
E00000213,E01000040,Barking and Dagenham,739,0.409013334,0.375,0.977859779,0.72
E00000214,E01000046,Barking and Dagenham,772,0.622906666,0.375,0.982191561,0.72
E00000215,E01000045,Barking and Dagenham,665,0.645713334,0.25,0.941119846,0.74
E00000216,E01000040,Barking and Dagenham,703,0.533333333,0.5,0.977859779,0.72
E00000217,E01000045,Barking and Dagenham,737,0.533333333,0.375,0.941119846,0.74
E00000218,E01000040,Barking and Dagenham,737,0.443573333,0.5,0.977859779,0.72
E00000219,E01000046,Barking and Dagenham,620,0.862786667,0.25,0.982191561,0.72
E00000220,E01000044,Barking and Dagenham,712,0.216493333,0.375,0.973527996,0.72
E00000221,E01000046,Barking and Dagenham,669,0.896726667,0.125,0.982191561,0.72
E00000222,E01000044,Barking and Dagenham,724,0.155693334,0.25,0.973527996,0.72
E00000223,E01000040,Barking and Dagenham,514,0.333333333,0.375,0.977859779,0.72
E00000224,E01000045,Barking and Dagenham,600,0.580493333,0.375,0.941119846,0.74
E00000225,E01000040,Barking and Dagenham,716,0.268113333,0.375,0.977859779,0.72
E00000226,E01000045,Barking and Dagenham,632,0.4419,0.375,0.941119846,0.74
E00000227,E01000043,Barking and Dagenham,444,0.493653334,0.5,0.978501524,0.71
E00000228,E01000044,Barking and Dagenham,665,0.285033333,0.25,0.973527996,0.72
E00000229,E01000044,Barking and Dagenham,796,0.171733334,0.375,0.973527996,0.72
E00000230,E01000043,Barking and Dagenham,816,0.357473333,0.375,0.978501524,0.71
E00000231,E01000043,Barking and Dagenham,777,0.240366666,0.25,0.978501524,0.71
E00000232,E01000043,Barking and Dagenham,943,0.197333333,0.375,0.978501524,0.71
E00000234,E01000052,Barking and Dagenham,763,0.4817,0.375,0.975613669,0.72
E00000235,E01000048,Barking and Dagenham,631,0.533333333,0.5,0.990534253,0.71
E00000236,E01000049,Barking and Dagenham,694,0.533333333,0.5,0.949943847,0.72
E00000237,E01000052,Barking and Dagenham,617,0.23812,0.375,0.975613669,0.72
E00000238,E01000049,Barking and Dagenham,588,0.518453334,0.375,0.949943847,0.72
E00000239,E01000048,Barking and Dagenham,588,0.126766666,0.25,0.990534253,0.71
E00000240,E01033587,Barking and Dagenham,409,0.446533333,0.375,0.918017006,0.75
E00000241,E01000048,Barking and Dagenham,588,0.459633334,0.375,0.990534253,0.71
E00000242,E01033588,Barking and Dagenham,463,0.333333333,0.375,0.998074763,0.73
E00000243,E01000049,Barking and Dagenham,588,0.333333333,0.375,0.949943847,0.72
E00000244,E01000049,Barking and Dagenham,588,0.533333333,0.375,0.949943847,0.72
E00000245,E01000049,Barking and Dagenham,588,0.358133333,0.375,0.949943847,0.72
E00000246,E01000050,Barking and Dagenham,754,0.423713334,0.75,0.954917375,0.74
E00000247,E01000050,Barking and Dagenham,857,0.188713334,0.75,0.954917375,0.74
E00000248,E01000051,Barking and Dagenham,377,0.638593334,0.875,0.981870688,0.74
E00000249,E01000050,Barking and Dagenham,514,0.476993334,0.875,0.954917375,0.74
E00000250,E01000051,Barking and Dagenham,588,0.637593334,0.75,0.981870688,0.74
E00000251,E01000051,Barking and Dagenham,588,0.364013333,0.875,0.981870688,0.74
E00000252,E01000052,Barking and Dagenham,724,0.331833334,0.5,0.975613669,0.72
E00000253,E01033587,Barking and Dagenham,550,0.533333333,0.375,0.918017006,0.75
E00000254,E01000048,Barking and Dagenham,588,0.0866,0.5,0.990534253,0.71
E00000255,E01000052,Barking and Dagenham,646,0.16184,0.375,0.975613669,0.72
E00000256,E01000051,Barking and Dagenham,549,0.487193334,0.625,0.981870688,0.74
E00000257,E01000050,Barking and Dagenham,805,0.533333333,0.5,0.954917375,0.74
E00000258,E01000051,Barking and Dagenham,588,0.301066667,0.75,0.981870688,0.74
E00000259,E01000052,Barking and Dagenham,710,0.218533333,0.375,0.975613669,0.72
E00000260,E01000050,Barking and Dagenham,652,0.446153334,0.625,0.954917375,0.74
E00000261,E01000052,Barking and Dagenham,686,0.486966667,0.375,0.975613669,0.72
E00000263,E01033588,Barking and Dagenham,525,0.521633334,0.5,0.998074763,0.73
E00000264,E01000048,Barking and Dagenham,588,0.0645,0.25,0.990534253,0.71
E00000265,E01000053,Barking and Dagenham,569,0.533333333,0.125,0.970800578,0.78
E00000266,E01000059,Barking and Dagenham,626,0.530766666,0.375,0.987485962,0.8
E00000267,E01000055,Barking and Dagenham,622,0.8,0.375,0.984277234,0.73
E00000268,E01000059,Barking and Dagenham,564,0.48784,0.375,0.987485962,0.8
E00000269,E01000056,Barking and Dagenham,703,0.415953333,0.125,0.966147922,0.75
E00000270,E01000056,Barking and Dagenham,665,0.8,0.25,0.966147922,0.75
E00000271,E01000055,Barking and Dagenham,652,0.8,0.375,0.984277234,0.73
E00000272,E01000054,Barking and Dagenham,686,0.77022,0.25,0.979785015,0.74
E00000273,E01000055,Barking and Dagenham,593,0.807653333,0.25,0.984277234,0.73
E00000274,E01000057,Barking and Dagenham,429,0.694813333,0.375,0.961334831,0.74
E00000275,E01000053,Barking and Dagenham,717,0.288073333,0.375,0.970800578,0.78
E00000276,E01000056,Barking and Dagenham,463,0.433153334,0.125,0.966147922,0.75
E00000277,E01000053,Barking and Dagenham,520,0.526033334,0.125,0.970800578,0.78
E00000278,E01000053,Barking and Dagenham,514,0.415473334,0.375,0.970800578,0.78
E00000279,E01000053,Barking and Dagenham,633,0.49212,0.25,0.970800578,0.78
E00000280,E01000058,Barking and Dagenham,550,0.593333334,0.375,0.968233595,0.8
E00000282,E01000058,Barking and Dagenham,614,0.709573334,0.375,0.968233595,0.8
E00000283,E01000058,Barking and Dagenham,686,0.6393,0.375,0.968233595,0.8
E00000284,E01000058,Barking and Dagenham,776,0.458353334,0.375,0.968233595,0.8
E00000285,E01000059,Barking and Dagenham,657,0.613753334,0.375,0.987485962,0.8
E00000286,E01000054,Barking and Dagenham,573,0.417806667,0.375,0.979785015,0.74
E00000287,E01000057,Barking and Dagenham,809,0.279606667,0.5,0.961334831,0.74
E00000288,E01000057,Barking and Dagenham,617,0.376953333,0.5,0.961334831,0.74
E00000289,E01000059,Barking and Dagenham,664,0.33054,0.25,0.987485962,0.8
E00000290,E01000057,Barking and Dagenham,720,0.488326667,0.375,0.961334831,0.74
E00000291,E01000055,Barking and Dagenham,622,0.540073333,0.375,0.984277234,0.73
E00000292,E01000054,Barking and Dagenham,686,0.466666667,0.375,0.979785015,0.74
E00000293,E01000059,Barking and Dagenham,604,0.360373334,0.375,0.987485962,0.8
E00000294,E01000054,Barking and Dagenham,645,0.546033334,0.375,0.979785015,0.74
E00000295,E01000056,Barking and Dagenham,737,0.54408,0.25,0.966147922,0.75
E00000296,E01000055,Barking and Dagenham,712,0.7651,0.375,0.984277234,0.73
E00000297,E01000054,Barking and Dagenham,669,0.653233334,0.375,0.979785015,0.74
E00000298,E01000063,Barking and Dagenham,652,0.372633334,0.375,0.982031125,0.74
E00000299,E01000060,Barking and Dagenham,789,0.531853334,0.375,0.960211776,0.71
E00000300,E01000060,Barking and Dagenham,634,0.52,0.375,0.960211776,0.71
E00000301,E01000060,Barking and Dagenham,602,0.3847,0.25,0.960211776,0.71
E00000302,E01000063,Barking and Dagenham,635,0.370433333,0.375,0.982031125,0.74
E00000303,E01000063,Barking and Dagenham,732,0.3838,0.375,0.982031125,0.74
E00000304,E01000060,Barking and Dagenham,388,0.533333333,0.375,0.960211776,0.71
E00000305,E01000061,Barking and Dagenham,439,0.504066667,0.375,0.951869084,0.68
E00000306,E01000063,Barking and Dagenham,624,0.345326667,0.375,0.982031125,0.74
E00000307,E01000064,Barking and Dagenham,576,0.443246667,0.25,0.972886251,0.71
E00000308,E01000060,Barking and Dagenham,630,0.275260001,0.25,0.960211776,0.71
E00000309,E01000060,Barking and Dagenham,360,0.533333333,0.25,0.960211776,0.71
E00000310,E01000064,Barking and Dagenham,525,0.466666667,0.25,0.972886251,0.71
E00000311,E01000064,Barking and Dagenham,694,0.237546667,0.25,0.972886251,0.71
E00000312,E01000062,Barking and Dagenham,578,0.2846,0.25,0.961013958,0.7
E00000313,E01000062,Barking and Dagenham,797,0.3382,0.25,0.961013958,0.7
E00000314,E01000064,Barking and Dagenham,686,0.338746667,0.25,0.972886251,0.71
E00000315,E01000063,Barking and Dagenham,635,0.395633333,0.375,0.982031125,0.74
E00000316,E01000065,Barking and Dagenham,667,0.41916,0.375,0.975934542,0.75
E00000317,E01000062,Barking and Dagenham,540,0.309033334,0.25,0.961013958,0.7
E00000318,E01000065,Barking and Dagenham,532,0.64956,0.375,0.975934542,0.75
E00000319,E01000062,Barking and Dagenham,703,0.218906667,0.25,0.961013958,0.7
E00000320,E01000062,Barking and Dagenham,566,0.17638,0.25,0.961013958,0.7
E00000321,E01000065,Barking and Dagenham,720,0.6077,0.375,0.975934542,0.75
E00000322,E01000062,Barking and Dagenham,641,0.218913334,0.375,0.961013958,0.7
E00000323,E01000065,Barking and Dagenham,669,0.6,0.375,0.975934542,0.75
E00000324,E01000065,Barking and Dagenham,716,0.596146667,0.25,0.975934542,0.75
E00000325,E01000065,Barking and Dagenham,729,0.333333333,0.375,0.975934542,0.75
E00000326,E01000064,Barking and Dagenham,600,0.473686667,0.25,0.972886251,0.71
E00000327,E01000061,Barking and Dagenham,506,0.533333333,0.375,0.951869084,0.68
E00000328,E01000061,Barking and Dagenham,497,0.533333333,0.5,0.951869084,0.68
E00000329,E01000061,Barking and Dagenham,223,0.533333333,0.375,0.951869084,0.68
E00000330,E01000061,Barking and Dagenham,576,0.5023,0.375,0.951869084,0.68
E00000331,E01000066,Barking and Dagenham,566,0.496033334,0.125,0.974971924,0.77
E00000332,E01000067,Barking and Dagenham,1084,0.533333333,0.375,0.988609017,0.78
E00000333,E01000067,Barking and Dagenham,1144,0.520233334,0.25,0.988609017,0.78
E00000334,E01000069,Barking and Dagenham,952,0.455366667,0.375,0.988288144,0.78
E00000335,E01000067,Barking and Dagenham,988,0.500533334,0.375,0.988609017,0.78
E00000336,E01000069,Barking and Dagenham,1063,0.2939,0.375,0.988288144,0.78
E00000337,E01000070,Barking and Dagenham,506,0.432233333,0.375,0.962778758,0.75
E00000338,E01000070,Barking and Dagenham,1286,0.465566667,0.5,0.962778758,0.75
E00000339,E01000069,Barking and Dagenham,1012,0.388033333,0.5,0.988288144,0.78
E00000340,E01000070,Barking and Dagenham,1110,0.202933334,0.375,0.962778758,0.75
E00000341,E01000066,Barking and Dagenham,970,0.5309,0.25,0.974971924,0.77
E00000342,E01000070,Barking and Dagenham,909,0.2,0.5,0.962778758,0.75
E00000343,E01000069,Barking and Dagenham,1183,0.4222,0.375,0.988288144,0.78
E00000344,E01000068,Barking and Dagenham,1039,0.2,0.625,0.978501524,0.75
E00000345,E01000070,Barking and Dagenham,1063,0.2,0.5,0.962778758,0.75
E00000346,E01000068,Barking and Dagenham,943,0.2,0.75,0.978501524,0.75
E00000347,E01000071,Barking and Dagenham,1031,0.533333333,0.375,0.971923632,0.77
E00000348,E01000071,Barking and Dagenham,857,0.293933333,0.375,0.971923632,0.77
E00000349,E01000071,Barking and Dagenham,1051,0.4868,0.375,0.971923632,0.77
E00000350,E01000068,Barking and Dagenham,953,0.2,0.375,0.978501524,0.75
E00000351,E01000071,Barking and Dagenham,967,0.244166666,0.25,0.971923632,0.77
E00000352,E01000071,Barking and Dagenham,797,0.533333333,0.5,0.971923632,0.77
E00000353,E01000068,Barking and Dagenham,926,0.2,0.375,0.978501524,0.75
E00000354,E01000066,Barking and Dagenham,532,0.54634,0.375,0.974971924,0.77
E00000355,E01000067,Barking and Dagenham,1012,0.533333333,0.375,0.988609017,0.78
E00000356,E01000066,Barking and Dagenham,1046,0.533333333,0.25,0.974971924,0.77
