OA,LSOA,LAD,Rent_per_m,green_spac,travel,safety,schools
E00021818,E01004341,Waltham Forest,806,0.469166666,0.375,0.953152575,0.76
E00021819,E01004340,Waltham Forest,505,0.6504,0.5,0.968233595,0.79
E00021820,E01004341,Waltham Forest,969,0.79552,0.375,0.953152575,0.76
E00021821,E01004336,Waltham Forest,507,0.18082,0.875,0.969677523,0.79
E00021822,E01004340,Waltham Forest,922,0.533333333,0.5,0.968233595,0.79
E00021823,E01004336,Waltham Forest,641,0.12296,0.875,0.969677523,0.79
E00021824,E01004338,Waltham Forest,820,0.23576,0.75,0.988929889,0.78
E00021825,E01004336,Waltham Forest,939,0.0792,0.75,0.969677523,0.79
E00021826,E01004335,Waltham Forest,1014,0.533333333,0.5,0.973688433,0.77
E00021827,E01004335,Waltham Forest,806,0.603226667,0.375,0.973688433,0.77
E00021828,E01004336,Waltham Forest,723,0,0.75,0.969677523,0.79
E00021829,E01004337,Waltham Forest,805,0.1681,0.75,0.970319268,0.78
E00021830,E01004335,Waltham Forest,432,0.533333333,0.5,0.973688433,0.77
E00021831,E01004337,Waltham Forest,925,0.375433334,0.625,0.970319268,0.78
E00021832,E01004337,Waltham Forest,818,0.226533333,0.75,0.970319268,0.78
E00021833,E01004335,Waltham Forest,910,0.439213333,0.375,0.973688433,0.77
E00021834,E01004337,Waltham Forest,925,0.333333333,0.5,0.970319268,0.78
E00021835,E01004337,Waltham Forest,999,0.124666667,0.75,0.970319268,0.78
E00021836,E01004335,Waltham Forest,1056,0.595066667,0.375,0.973688433,0.77
E00021837,E01004337,Waltham Forest,805,0.115033333,0.75,0.970319268,0.78
E00021838,E01004339,Waltham Forest,531,0.266666667,0.625,0.982031125,0.75
E00021839,E01004347,Waltham Forest,1223,0.35068,0.375,0.985560725,0.76
E00021840,E01004343,Waltham Forest,768,0.371146667,0.375,0.985079416,0.75
E00021841,E01004344,Waltham Forest,630,0.601913333,0.375,0.969677523,0.75
E00021842,E01004343,Waltham Forest,1053,0.240086666,0.375,0.985079416,0.75
E00021843,E01004345,Waltham Forest,565,0.21212,0.375,0.976415851,0.75
E00021844,E01004342,Waltham Forest,656,0.26886,0.25,0.974490614,0.75
E00021845,E01004348,Waltham Forest,1101,0.32824,0.375,0.944328574,0.78
E00021846,E01004348,Waltham Forest,1089,0.27414,0.375,0.944328574,0.78
E00021847,E01004342,Waltham Forest,1044,0.14934,0.375,0.974490614,0.75
E00021848,E01004342,Waltham Forest,866,0.420266666,0.375,0.974490614,0.75
E00021849,E01004348,Waltham Forest,883,0.4,0.375,0.944328574,0.78
E00021850,E01004342,Waltham Forest,746,0.2,0.5,0.974490614,0.75
E00021851,E01004343,Waltham Forest,805,0.2,0.375,0.985079416,0.75
E00021852,E01004344,Waltham Forest,859,0.420033333,0.375,0.969677523,0.75
E00021853,E01004344,Waltham Forest,805,0.29386,0.25,0.969677523,0.75
E00021854,E01004343,Waltham Forest,920,0.2628,0.375,0.985079416,0.75
E00021855,E01004343,Waltham Forest,805,0.2642,0.25,0.985079416,0.75
E00021856,E01004345,Waltham Forest,1016,0.34388,0.25,0.976415851,0.75
E00021857,E01004344,Waltham Forest,823,0.587393333,0.375,0.969677523,0.75
E00021858,E01004346,Waltham Forest,1193,0.349893334,0.375,0.963099631,0.74
E00021859,E01004344,Waltham Forest,605,0.414486666,0.375,0.969677523,0.75
E00021860,E01004346,Waltham Forest,943,0.277493334,0.375,0.963099631,0.74
E00021861,E01004346,Waltham Forest,1118,0.571253334,0.375,0.963099631,0.74
E00021862,E01004346,Waltham Forest,1156,0.33538,0.375,0.963099631,0.74
E00021863,E01004345,Waltham Forest,746,0.24428,0.375,0.976415851,0.75
E00021864,E01004347,Waltham Forest,746,0.576766667,0.375,0.985560725,0.76
E00021865,E01004347,Waltham Forest,775,0.4,0.375,0.985560725,0.76
E00021866,E01004347,Waltham Forest,828,0.535000001,0.375,0.985560725,0.76
E00021867,E01004348,Waltham Forest,895,0.24348,0.375,0.944328574,0.78
E00021868,E01004345,Waltham Forest,936,0.2,0.375,0.976415851,0.75
E00021869,E01004347,Waltham Forest,1023,0.418633333,0.375,0.985560725,0.76
E00021870,E01004347,Waltham Forest,1017,0.42236,0.375,0.985560725,0.76
E00021871,E01004345,Waltham Forest,753,0.26786,0.375,0.976415851,0.75
E00021873,E01004342,Waltham Forest,805,0.27376,0.375,0.974490614,0.75
E00021874,E01004348,Waltham Forest,934,0.38088,0.375,0.944328574,0.78
E00021875,E01004349,Waltham Forest,641,0.533333333,0.25,0.984277234,0.81
E00021876,E01004351,Waltham Forest,1133,0.4853,0.25,0.986844216,0.83
E00021878,E01004350,Waltham Forest,834,0.2,0.25,0.968073159,0.8
E00021879,E01004353,Waltham Forest,1816,0.347533334,0.375,0.981710252,0.74
E00021880,E01004354,Waltham Forest,954,0.710753333,0.375,0.95202952,0.8
E00021881,E01004353,Waltham Forest,671,0.276266667,0.375,0.981710252,0.74
E00021882,E01004351,Waltham Forest,954,0.39234,0.375,0.986844216,0.83
E00021883,E01004351,Waltham Forest,863,0.538546666,0.375,0.986844216,0.83
E00021884,E01004352,Waltham Forest,868,0.536173334,0.5,0.977378469,0.79
E00021885,E01004350,Waltham Forest,969,0.237786667,0.25,0.968073159,0.8
E00021886,E01004352,Waltham Forest,1227,0.31678,0.5,0.977378469,0.79
E00021887,E01004350,Waltham Forest,966,0.2,0.375,0.968073159,0.8
E00021888,E01004353,Waltham Forest,775,0.533333333,0.5,0.981710252,0.74
E00021889,E01004354,Waltham Forest,966,0.687933333,0.5,0.95202952,0.8
E00021890,E01004352,Waltham Forest,1342,0.402293334,0.5,0.977378469,0.79
E00021891,E01004354,Waltham Forest,1342,0.421126667,0.5,0.95202952,0.8
E00021892,E01004353,Waltham Forest,1193,0.2,0.375,0.981710252,0.74
E00021893,E01004354,Waltham Forest,930,0.571813333,0.5,0.95202952,0.8
E00021894,E01004354,Waltham Forest,1412,0.227266667,0.375,0.95202952,0.8
E00021895,E01004353,Waltham Forest,1417,0.27644,0.375,0.981710252,0.74
E00021896,E01004353,Waltham Forest,1607,0.400013333,0.375,0.981710252,0.74
E00021897,E01004353,Waltham Forest,925,0.2,0.25,0.981710252,0.74
E00021898,E01004349,Waltham Forest,504,0.356333334,0.375,0.984277234,0.81
E00021899,E01004352,Waltham Forest,820,0.202633334,0.125,0.977378469,0.79
E00021900,E01004349,Waltham Forest,956,0.50876,0.125,0.984277234,0.81
E00021901,E01004351,Waltham Forest,835,0.4984,0.25,0.986844216,0.83
E00021902,E01004349,Waltham Forest,947,0.5015,0.25,0.984277234,0.81
E00021903,E01004351,Waltham Forest,939,0.450000001,0.25,0.986844216,0.83
E00021904,E01004350,Waltham Forest,442,0.343833333,0.25,0.968073159,0.8
E00021905,E01004350,Waltham Forest,865,0.503033333,0.25,0.968073159,0.8
E00021906,E01004350,Waltham Forest,589,0.522833333,0.25,0.968073159,0.8
E00021907,E01004350,Waltham Forest,270,0.214733333,0.25,0.968073159,0.8
E00021908,E01004358,Waltham Forest,1722,0.438120001,0.375,0.983956361,0.79
E00021909,E01004356,Waltham Forest,954,0.597593333,0.375,0.98267287,0.74
E00021910,E01004355,Waltham Forest,850,0.531053334,0.25,0.980587197,0.76
E00021911,E01004357,Waltham Forest,1120,0.472006667,0.375,0.98491898,0.78
E00021912,E01004358,Waltham Forest,552,0.733333334,0.375,0.983956361,0.79
E00021913,E01004358,Waltham Forest,686,0.7077,0.5,0.983956361,0.79
E00021914,E01004357,Waltham Forest,1044,0.39864,0.25,0.98491898,0.78
E00021915,E01004359,Waltham Forest,923,0.64184,0.375,0.986523343,0.8
E00021916,E01004359,Waltham Forest,1253,0.568006667,0.5,0.986523343,0.8
E00021917,E01004356,Waltham Forest,835,0.35538,0.125,0.98267287,0.74
E00021918,E01004358,Waltham Forest,630,0.262313333,0.375,0.983956361,0.79
E00021919,E01004359,Waltham Forest,880,0.722613333,0.375,0.986523343,0.8
E00021920,E01004356,Waltham Forest,1118,0.3935,0.25,0.98267287,0.74
E00021921,E01004358,Waltham Forest,1284,0.385193334,0.375,0.983956361,0.79
E00021922,E01004359,Waltham Forest,1285,0.38656,0.375,0.986523343,0.8
E00021923,E01004358,Waltham Forest,887,0.488733333,0.25,0.983956361,0.79
E00021924,E01004361,Waltham Forest,1150,0.419433333,0.25,0.99069469,0.77
E00021925,E01004356,Waltham Forest,1002,0.506193333,0.25,0.98267287,0.74
E00021926,E01004355,Waltham Forest,641,0.410046666,0.375,0.980587197,0.76
E00021927,E01004359,Waltham Forest,1248,0.393053334,0.25,0.986523343,0.8
E00021928,E01004360,Waltham Forest,1104,0.590933334,0.25,0.993582545,0.78
E00021929,E01004355,Waltham Forest,634,0.46616,0.25,0.980587197,0.76
E00021930,E01004356,Waltham Forest,835,0.32996,0.125,0.98267287,0.74
E00021931,E01004360,Waltham Forest,1276,0.510953333,0.25,0.993582545,0.78
E00021932,E01004355,Waltham Forest,699,0.431773334,0.25,0.980587197,0.76
E00021933,E01004360,Waltham Forest,1320,0.378153334,0.25,0.993582545,0.78
E00021934,E01004361,Waltham Forest,1036,0.4732,0.25,0.99069469,0.77
E00021935,E01004355,Waltham Forest,574,0.385133333,0.25,0.980587197,0.76
E00021936,E01004361,Waltham Forest,1065,0.571873334,0.25,0.99069469,0.77
E00021937,E01004361,Waltham Forest,895,0.259766666,0.125,0.99069469,0.77
E00021938,E01004360,Waltham Forest,1145,0.446033334,0.375,0.993582545,0.78
E00021939,E01004357,Waltham Forest,1432,0.34762,0.25,0.98491898,0.78
E00021940,E01004357,Waltham Forest,984,0.3218,0.25,0.98491898,0.78
E00021941,E01004362,Waltham Forest,591,0.2,0.5,0.972084069,0.75
E00021942,E01004368,Waltham Forest,950,0.29332,0.5,0.968073159,0.76
E00021943,E01004368,Waltham Forest,1130,0.365806666,0.375,0.968073159,0.76
E00021944,E01004363,Waltham Forest,799,0.2,0.5,0.957163485,0.78
E00021945,E01004363,Waltham Forest,886,0.2,0.5,0.957163485,0.78
E00021946,E01004365,Waltham Forest,1178,0.04206,0.75,0.957484357,0.77
E00021947,E01004362,Waltham Forest,1095,0.8,0.375,0.972084069,0.75
E00021949,E01004364,Waltham Forest,1118,0.357393334,0.75,0.948179047,0.74
E00021950,E01004362,Waltham Forest,1044,0.470486667,0.375,0.972084069,0.75
E00021951,E01004362,Waltham Forest,1968,0.780666666,0.375,0.972084069,0.75
E00021952,E01004366,Waltham Forest,977,0.2,0.375,0.978661961,0.75
E00021953,E01004366,Waltham Forest,1327,0.2,0.375,0.978661961,0.75
E00021954,E01004364,Waltham Forest,1193,0.26014,0.5,0.948179047,0.74
E00021955,E01004366,Waltham Forest,939,0.24552,0.5,0.978661961,0.75
E00021956,E01004366,Waltham Forest,1089,0.22958,0.375,0.978661961,0.75
E00021957,E01004367,Waltham Forest,749,0.23566,0.5,0.96534574,0.78
E00021958,E01004367,Waltham Forest,820,0.428580001,0.625,0.96534574,0.78
E00021959,E01004367,Waltham Forest,880,0.555833333,0.625,0.96534574,0.78
E00021960,E01004368,Waltham Forest,984,0.4,0.375,0.968073159,0.76
E00021961,E01004367,Waltham Forest,1021,0.724633334,0.5,0.96534574,0.78
E00021962,E01004368,Waltham Forest,682,0.4,0.625,0.968073159,0.76
E00021963,E01004368,Waltham Forest,846,0.511240001,0.5,0.968073159,0.76
E00021964,E01004366,Waltham Forest,1260,0.22712,0.375,0.978661961,0.75
E00021965,E01004363,Waltham Forest,1183,0.2,0.5,0.957163485,0.78
E00021966,E01004364,Waltham Forest,1095,0.2,0.625,0.948179047,0.74
E00021967,E01004362,Waltham Forest,698,0.7436,0.375,0.972084069,0.75
E00021969,E01004363,Waltham Forest,1104,0.2,0.5,0.957163485,0.78
E00021970,E01004364,Waltham Forest,1402,0.218800001,0.625,0.948179047,0.74
E00021971,E01004365,Waltham Forest,925,0.26994,0.75,0.957484357,0.77
E00021972,E01004364,Waltham Forest,680,0.33862,0.625,0.948179047,0.74
E00021973,E01004372,Waltham Forest,731,0,0.5,0.979624579,0.83
E00021974,E01004372,Waltham Forest,686,0,0.375,0.979624579,0.83
E00021975,E01004374,Waltham Forest,947,0,0.5,0.982191561,0.81
E00021976,E01004375,Waltham Forest,895,0.08572,0.625,0.976576288,0.85
E00021977,E01004370,Waltham Forest,814,0,0.375,0.96759185,0.76
E00021978,E01004371,Waltham Forest,1026,0.0822,0.625,0.980266324,0.81
E00021979,E01004371,Waltham Forest,1111,0.03626,0.625,0.980266324,0.81
E00021980,E01004374,Waltham Forest,813,0,0.625,0.982191561,0.81
E00021981,E01004375,Waltham Forest,731,0.26432,0.75,0.976576288,0.85
E00021982,E01004375,Waltham Forest,745,0.25666,0.75,0.976576288,0.85
E00021983,E01004376,Waltham Forest,1342,0.1625,0.875,0.975613669,0.82
E00021984,E01004374,Waltham Forest,843,0.0147,0.75,0.982191561,0.81
E00021985,E01004376,Waltham Forest,613,0.16326,0.75,0.975613669,0.82
E00021986,E01004376,Waltham Forest,746,0.10444,0.75,0.975613669,0.82
E00021987,E01004376,Waltham Forest,1231,0.39826,0.875,0.975613669,0.82
E00021988,E01004376,Waltham Forest,746,0.22128,0.875,0.975613669,0.82
E00021989,E01004369,Waltham Forest,746,0,0.5,0.987806835,0.73
E00021990,E01004370,Waltham Forest,746,0.299746667,0.375,0.96759185,0.76
E00021991,E01004370,Waltham Forest,835,0.08174,0.375,0.96759185,0.76
E00021992,E01004370,Waltham Forest,732,0.02434,0.375,0.96759185,0.76
E00021993,E01004369,Waltham Forest,883,0.002900001,0.375,0.987806835,0.73
E00021994,E01004372,Waltham Forest,708,0,0.5,0.979624579,0.83
E00021995,E01004370,Waltham Forest,1178,0,0.375,0.96759185,0.76
E00021996,E01004369,Waltham Forest,740,0,0.375,0.987806835,0.73
E00021997,E01004369,Waltham Forest,735,0.059833334,0.375,0.987806835,0.73
E00021998,E01004371,Waltham Forest,686,0.07334,0.625,0.980266324,0.81
E00021999,E01004373,Waltham Forest,832,0.062833333,0.5,0.969517086,0.72
E00022000,E01004369,Waltham Forest,1178,0,0.375,0.987806835,0.73
E00022001,E01004372,Waltham Forest,656,0,0.25,0.979624579,0.83
E00022002,E01004371,Waltham Forest,1089,0.043360001,0.625,0.980266324,0.81
E00022003,E01004373,Waltham Forest,746,0.205806667,0.625,0.969517086,0.72
E00022004,E01004372,Waltham Forest,775,0,0.375,0.979624579,0.83
E00022005,E01004373,Waltham Forest,831,0.07252,0.5,0.969517086,0.72
E00022006,E01004373,Waltham Forest,895,0.10892,0.625,0.969517086,0.72
E00022007,E01004374,Waltham Forest,1007,0,0.375,0.982191561,0.81
E00022008,E01004374,Waltham Forest,1014,0.00156,0.5,0.982191561,0.81
E00022009,E01004373,Waltham Forest,924,0.1709,0.625,0.969517086,0.72
E00022010,E01004375,Waltham Forest,820,0.12244,0.625,0.976576288,0.85
E00022011,E01004375,Waltham Forest,820,0,0.625,0.976576288,0.85
E00022012,E01004383,Waltham Forest,861,0.533333333,0.375,0.983314616,0.77
E00022013,E01004378,Waltham Forest,1305,0.2,0.375,0.969837959,0.77
E00022014,E01004378,Waltham Forest,1320,0.23698,0.375,0.969837959,0.77
E00022015,E01004379,Waltham Forest,984,0.2704,0.375,0.986202471,0.79
E00022016,E01004380,Waltham Forest,1040,0.563033334,0.375,0.976094978,0.79
E00022017,E01004381,Waltham Forest,887,0.2,0.375,0.965506177,0.8
E00022018,E01004382,Waltham Forest,1044,0.162339999,0.125,0.979303706,0.77
E00022019,E01004379,Waltham Forest,865,0.2,0.375,0.986202471,0.79
E00022020,E01004380,Waltham Forest,1327,0.25186,0.25,0.976094978,0.79
E00022021,E01004382,Waltham Forest,892,0.16418,0.25,0.979303706,0.77
E00022022,E01004377,Waltham Forest,1066,0.251800001,0.25,0.977378469,0.78
E00022023,E01004380,Waltham Forest,607,0.533333333,0.125,0.976094978,0.79
E00022024,E01004381,Waltham Forest,1409,0.616193333,0.375,0.965506177,0.8
E00022025,E01004381,Waltham Forest,1342,0.536686667,0.375,0.965506177,0.8
E00022026,E01004383,Waltham Forest,1223,0.533333333,0.25,0.983314616,0.77
E00022027,E01004383,Waltham Forest,985,0.533333333,0.375,0.983314616,0.77
E00022028,E01004381,Waltham Forest,936,0.456933334,0.375,0.965506177,0.8
E00022029,E01004377,Waltham Forest,1178,0.300633334,0.125,0.977378469,0.78
E00022030,E01004383,Waltham Forest,1014,0.533333333,0.25,0.983314616,0.77
E00022031,E01004377,Waltham Forest,851,0.518033333,0.375,0.977378469,0.78
E00022032,E01004377,Waltham Forest,1074,0.238633334,0.25,0.977378469,0.78
E00022033,E01004378,Waltham Forest,722,0.411933333,0.375,0.969837959,0.77
E00022034,E01004378,Waltham Forest,1357,0.21204,0.375,0.969837959,0.77
E00022035,E01004378,Waltham Forest,1036,0.30598,0.375,0.969837959,0.77
E00022036,E01004379,Waltham Forest,1059,0.29516,0.375,0.986202471,0.79
E00022037,E01004381,Waltham Forest,716,0.337473333,0.375,0.965506177,0.8
E00022038,E01004379,Waltham Forest,805,0.26104,0.375,0.986202471,0.79
E00022039,E01004380,Waltham Forest,871,0.2617,0.125,0.976094978,0.79
E00022040,E01004380,Waltham Forest,984,0.4732,0.25,0.976094978,0.79
E00022041,E01004382,Waltham Forest,1012,0.1238,0.125,0.979303706,0.77
E00022042,E01004382,Waltham Forest,596,0.0096,0.25,0.979303706,0.77
E00022043,E01004387,Waltham Forest,1195,0.2,0.25,0.990052944,0.81
E00022044,E01004387,Waltham Forest,1278,0.2,0.25,0.990052944,0.81
E00022045,E01004385,Waltham Forest,869,0.211680001,0.25,0.979464142,0.78
E00022046,E01004385,Waltham Forest,1013,0.2,0.25,0.979464142,0.78
E00022047,E01004388,Waltham Forest,717,0.229633333,0.375,0.975774106,0.81
E00022048,E01004388,Waltham Forest,1327,0.465133334,0.375,0.975774106,0.81
E00022049,E01004389,Waltham Forest,746,0.504286667,0.25,0.980587197,0.7
E00022050,E01004389,Waltham Forest,746,0.719033333,0.375,0.980587197,0.7
E00022051,E01004389,Waltham Forest,746,0.700253333,0.375,0.980587197,0.7
E00022052,E01004390,Waltham Forest,662,0.533333333,0.375,0.979464142,0.7
E00022053,E01004384,Waltham Forest,662,0.539113333,0.375,0.96582705,0.73
E00022054,E01004386,Waltham Forest,1230,0.523233334,0.375,0.985721162,0.78
E00022055,E01004385,Waltham Forest,728,0.4,0.375,0.979464142,0.78
E00022056,E01004388,Waltham Forest,977,0.3832,0.25,0.975774106,0.81
E00022057,E01004385,Waltham Forest,731,0.38794,0.375,0.979464142,0.78
E00022058,E01004388,Waltham Forest,567,0.202,0.375,0.975774106,0.81
E00022059,E01004388,Waltham Forest,716,0.510166667,0.375,0.975774106,0.81
E00022060,E01004389,Waltham Forest,746,0.729386667,0.375,0.980587197,0.7
E00022061,E01004389,Waltham Forest,671,0.2,0.25,0.980587197,0.7
E00022062,E01004390,Waltham Forest,731,0.490333334,0.125,0.979464142,0.7
E00022063,E01004384,Waltham Forest,820,0.713493333,0.375,0.96582705,0.73
E00022064,E01004390,Waltham Forest,757,0.533333333,0.25,0.979464142,0.7
E00022065,E01004384,Waltham Forest,895,0.705353333,0.25,0.96582705,0.73
E00022066,E01004390,Waltham Forest,746,0.561913333,0.25,0.979464142,0.7
E00022067,E01004390,Waltham Forest,865,0.57996,0.375,0.979464142,0.7
E00022068,E01004384,Waltham Forest,790,0.533333333,0.375,0.96582705,0.73
E00022069,E01004384,Waltham Forest,701,0.533333333,0.375,0.96582705,0.73
E00022070,E01004386,Waltham Forest,1136,0.509533333,0.375,0.985721162,0.78
E00022071,E01004386,Waltham Forest,1282,0.465673333,0.375,0.985721162,0.78
E00022072,E01004386,Waltham Forest,1339,0.2,0.125,0.985721162,0.78
E00022073,E01004385,Waltham Forest,761,0.2,0.125,0.979464142,0.78
E00022074,E01004386,Waltham Forest,1214,0.2401,0.25,0.985721162,0.78
E00022075,E01004387,Waltham Forest,948,0.2,0.25,0.990052944,0.81
E00022076,E01004387,Waltham Forest,988,0.2,0.375,0.990052944,0.81
E00022077,E01004395,Waltham Forest,1245,0.35212,0.25,0.978982833,0.79
E00022078,E01004397,Waltham Forest,722,0.2,0.75,0.802342371,0.78
E00022079,E01004392,Waltham Forest,746,0.32308,0.5,0.868763035,0.79
E00022080,E01004392,Waltham Forest,1118,0.3913,0.5,0.868763035,0.79
E00022082,E01004394,Waltham Forest,895,0.4,0.625,0.975453233,0.8
E00022083,E01004391,Waltham Forest,1066,0.4,0.5,0.980587197,0.8
E00022084,E01004393,Waltham Forest,889,0.39804,0.5,0.96534574,0.81
E00022085,E01004391,Waltham Forest,686,0.4,0.375,0.980587197,0.8
E00022086,E01004391,Waltham Forest,674,0.4,0.5,0.980587197,0.8
E00022087,E01004392,Waltham Forest,997,0.21784,0.5,0.868763035,0.79
E00022088,E01004397,Waltham Forest,635,0.2087,0.875,0.802342371,0.78
E00022089,E01004394,Waltham Forest,850,0.4,0.625,0.975453233,0.8
E00022090,E01004391,Waltham Forest,686,0.4,0.5,0.980587197,0.8
E00022091,E01004394,Waltham Forest,746,0.4,0.5,0.975453233,0.8
E00022092,E01004394,Waltham Forest,925,0.4,0.5,0.975453233,0.8
E00022093,E01004394,Waltham Forest,843,0.4,0.5,0.975453233,0.8
E00022094,E01004395,Waltham Forest,1074,0.4,0.375,0.978982833,0.79
E00022095,E01004394,Waltham Forest,746,0.4,0.375,0.975453233,0.8
E00022096,E01004395,Waltham Forest,1007,0.4,0.375,0.978982833,0.79
E00022097,E01004395,Waltham Forest,1208,0.4,0.25,0.978982833,0.79
E00022098,E01004395,Waltham Forest,1253,0.37026,0.125,0.978982833,0.79
E00022099,E01004396,Waltham Forest,850,0.470400001,0.5,0.982512434,0.77
E00022100,E01004396,Waltham Forest,1268,0.251586666,0.5,0.982512434,0.77
E00022101,E01004396,Waltham Forest,969,0.34478,0.5,0.982512434,0.77
E00022102,E01004396,Waltham Forest,1133,0.35146,0.5,0.982512434,0.77
E00022103,E01004396,Waltham Forest,1033,0.4,0.5,0.982512434,0.77
E00022104,E01004393,Waltham Forest,537,0.4,0.5,0.96534574,0.81
E00022106,E01004397,Waltham Forest,1129,0.2,0.875,0.802342371,0.78
E00022107,E01004397,Waltham Forest,969,0.2,0.625,0.802342371,0.78
E00022108,E01004392,Waltham Forest,764,0.23098,0.5,0.868763035,0.79
E00022109,E01004393,Waltham Forest,746,0.4,0.5,0.96534574,0.81
E00022110,E01004397,Waltham Forest,887,0.21148,0.625,0.802342371,0.78
E00022111,E01004393,Waltham Forest,746,0.4,0.5,0.96534574,0.81
E00022112,E01004397,Waltham Forest,775,0.24122,0.75,0.802342371,0.78
E00022113,E01004391,Waltham Forest,853,0.4,0.625,0.980587197,0.8
E00022114,E01004392,Waltham Forest,1014,0.4,0.625,0.868763035,0.79
E00022115,E01004391,Waltham Forest,850,0.32764,0.375,0.980587197,0.8
E00022116,E01004393,Waltham Forest,746,0.4,0.5,0.96534574,0.81
E00022117,E01004404,Waltham Forest,1059,0.145546666,0.375,0.962939195,0.79
E00022118,E01004403,Waltham Forest,975,0.388306666,0.25,0.939355046,0.8
E00022119,E01004398,Waltham Forest,680,0.426200001,0.375,0.972725814,0.82
E00022120,E01004403,Waltham Forest,645,0.472100001,0.25,0.939355046,0.8
E00022121,E01004401,Waltham Forest,895,0.4,0.25,0.967912723,0.81
E00022122,E01004400,Waltham Forest,963,0.376366666,0.25,0.977859779,0.82
E00022123,E01004402,Waltham Forest,1082,0.394600001,0.25,0.979945452,0.77
E00022124,E01004401,Waltham Forest,826,0.2146,0.375,0.967912723,0.81
E00022125,E01004404,Waltham Forest,477,0.1698,0.375,0.962939195,0.79
E00022127,E01004399,Waltham Forest,820,0.248126667,0.125,0.968073159,0.83
E00022128,E01004400,Waltham Forest,524,0.699773334,0.375,0.977859779,0.82
E00022129,E01004403,Waltham Forest,746,0.250100001,0.375,0.939355046,0.8
E00022130,E01004399,Waltham Forest,788,0.391266667,0.25,0.968073159,0.83
E00022131,E01004399,Waltham Forest,723,0.435573334,0.375,0.968073159,0.83
E00022132,E01004399,Waltham Forest,611,0.396246667,0.375,0.968073159,0.83
E00022133,E01004398,Waltham Forest,746,0.22372,0.25,0.972725814,0.82
E00022134,E01004398,Waltham Forest,865,0.586533334,0.375,0.972725814,0.82
E00022135,E01004399,Waltham Forest,682,0.733333334,0.375,0.968073159,0.83
E00022136,E01004403,Waltham Forest,805,0.40662,0.375,0.939355046,0.8
E00022137,E01004398,Waltham Forest,814,0.31488,0.25,0.972725814,0.82
E00022138,E01004400,Waltham Forest,1037,0.715273333,0.375,0.977859779,0.82
E00022139,E01004398,Waltham Forest,790,0.4,0.375,0.972725814,0.82
E00022140,E01004400,Waltham Forest,656,0.505133333,0.375,0.977859779,0.82
E00022141,E01004402,Waltham Forest,746,0.25114,0.25,0.979945452,0.77
E00022142,E01004400,Waltham Forest,744,0.61678,0.375,0.977859779,0.82
E00022143,E01004403,Waltham Forest,1077,0.4,0.25,0.939355046,0.8
E00022144,E01004401,Waltham Forest,1059,0.28838,0.375,0.967912723,0.81
E00022145,E01004402,Waltham Forest,746,0.2,0.25,0.979945452,0.77
E00022146,E01004401,Waltham Forest,746,0.2,0.375,0.967912723,0.81
E00022147,E01004401,Waltham Forest,746,0.2,0.375,0.967912723,0.81
E00022148,E01004402,Waltham Forest,854,0.25,0.375,0.979945452,0.77
E00022149,E01004402,Waltham Forest,943,0.18874,0.25,0.979945452,0.77
E00022150,E01004404,Waltham Forest,653,0.2,0.375,0.962939195,0.79
E00022151,E01004404,Waltham Forest,680,0.18182,0.375,0.962939195,0.79
E00022152,E01004404,Waltham Forest,477,0.2956,0.375,0.962939195,0.79
E00022153,E01004411,Waltham Forest,977,0.06628,0.875,0.965185304,0.78
E00022154,E01004412,Waltham Forest,1148,0.10484,0.75,0.967270977,0.78
E00022155,E01004406,Waltham Forest,850,0.00156,0.75,0.957644794,0.77
E00022156,E01004405,Waltham Forest,283,0.2,0.625,0.935344136,0.77
E00022158,E01004409,Waltham Forest,686,0.1,0.625,0.963260067,0.78
E00022159,E01004410,Waltham Forest,611,0.533333333,0.5,0.934541954,0.79
E00022160,E01004410,Waltham Forest,1059,0.554273334,0.375,0.934541954,0.79
E00022161,E01004412,Waltham Forest,802,0.259126666,0.75,0.967270977,0.78
E00022162,E01004411,Waltham Forest,835,0.16094,0.875,0.965185304,0.78
E00022163,E01004412,Waltham Forest,1285,0.406066667,0.625,0.967270977,0.78
E00022164,E01004405,Waltham Forest,954,0.1613,0.625,0.935344136,0.77
E00022165,E01004412,Waltham Forest,1387,0.24606,0.5,0.967270977,0.78
E00022166,E01004406,Waltham Forest,679,0.012739999,0.875,0.957644794,0.77
E00022167,E01004406,Waltham Forest,456,0.051159999,0.875,0.957644794,0.77
E00022168,E01004405,Waltham Forest,932,0.19732,0.625,0.935344136,0.77
E00022169,E01004406,Waltham Forest,462,0,0.875,0.957644794,0.77
E00022170,E01004406,Waltham Forest,1208,0.03124,0.75,0.957644794,0.77
E00022171,E01004405,Waltham Forest,1342,0,0.75,0.935344136,0.77
E00022172,E01004408,Waltham Forest,1115,0.15374,0.5,0.966629232,0.79
E00022173,E01004408,Waltham Forest,1178,0.211386667,0.5,0.966629232,0.79
E00022174,E01004407,Waltham Forest,582,0.05582,0.375,0.975292796,0.77
E00022175,E01004408,Waltham Forest,986,0.179040001,0.5,0.966629232,0.79
E00022176,E01004408,Waltham Forest,999,0.12484,0.625,0.966629232,0.79
E00022177,E01004408,Waltham Forest,1310,0.15782,0.625,0.966629232,0.79
E00022178,E01004410,Waltham Forest,455,0.4774,0.375,0.934541954,0.79
E00022181,E01004409,Waltham Forest,1743,0.376033334,0.625,0.963260067,0.78
